id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
834,3.652180581983236e-57,6.487717811171401e-84,9.85100443376166e-31,3.111136432275677e-42,8.945075177261055e-178,6.945222829744116e-19,3.906071369672679e-84,1.2724502305920511e-36,1.9868444739653624e-26,1.686712319506985e-195,0.0056252877197819524,7.245825706071923e-104,1.5040574758932133e-77,2.0346565184360892e-98,2.0936031330640564e-116,4.767051041030185e-127,5.077196459576789e-74,8.452056434444547e-47,1.2977549464370566e-46,3.25222574179819e-112,9.341656210738304e-38,4.450994040819592e-106,5.042081696814096e-73,3.445588826646063e-108,1.1468646873163244e-141,2.0459599290902125e-75,1.2299505309890458e-70,3.5424161721907046e-102,4.0832356847370164e-39,5.82750890296422e-79,4.3987839715883675e-74,1.7174822093398122e-45,8.748684728433066e-116,1.0621603429961313e-47,3.0823283006932207e-87,0.9943747108589756,6.071004908801939e-143,4.4807528429273816e-132,1.0044960732124237e-109,1.2155326235055161e-79,7.274458932914253e-74,1.0307305181761441e-88,1.67739327329921e-54,4.2800627579684406e-77,2.09945139478882e-65,3.8673295906717193e-90,3.680307265788968e-108,5.5349632760884525e-157,1.6674424940405535e-93,1.8283787041945417e-46,2.684005936921686e-81,3.0966142174375674e-74,1.1723317201999842e-62,4.441306305619561e-67,2.069939091335542e-46,1.6567653974002072e-56,4.730234318397116e-74,1.4263087885599426e-148,1.1689083056366204e-52,2.06730785263752e-119,1.8543731501798295e-138,2.56229965670696e-83,1.0182313545706323e-90,2.5811433794526003e-190,1.232846667355703e-94,1.1515601239564736e-77,4.1572665338631265e-33,1.1753707538534441e-94,5.798667079605191e-56,8.380895851635265e-27,1.164280203101942e-69,1.5582328764108393e-112,2.4787770017259897e-127,1.4212426488829455e-09,1.0118223472508839e-142,2.6741873475335413e-127,1.8532900529662053e-78,2.085855718264277e-86,8.607445296348304e-117,5.726981437440771e-65,1.0057445925498988e-54,1.1401990800776553e-33,2.4465789914049518e-132,9.33153468506072e-72,1.5350273860440293e-122,7.18755822003085e-138,1.3136839185407773e-46,5.627581258012678e-78,7.338870257126125e-172,8.533699072601699e-108,7.380881518373344e-25,5.348633312247828e-88,1.753198554439147e-25,3.0209268442686387e-35,6.871126911482596e-39,1.82517183550266e-109,6.238320131380007e-91,3.5717209926747645e-125,1.5626342086182882e-73
835,2.4196877499406275e-59,1.477896518347361e-140,1.7508809420014501e-106,3.1087450507390117e-14,0.0,8.835549767871586e-54,1.064865434149447e-123,3.614754536714114e-89,9.698824175271573e-64,1.4266843341337585e-206,1.6181419865424606e-31,2.2377660664190167e-145,2.680165522546661e-98,3.718248705795104e-84,6.468868766334295e-131,2.362407410667239e-159,3.1131498482582003e-103,5.3323035780889816e-62,4.5458242750028645e-110,1.6000234471946304e-104,1.5490333654407707e-74,1.2339986163874624e-61,2.1532546947854935e-70,2.0068927345735393e-97,9.644938419229757e-126,8.205854977494028e-91,2.2230982620718168e-37,4.159762121927714e-56,1.0998138112630631e-61,2.671759432689678e-82,9.448778752452499e-51,3.0458782466235924e-17,1.3852268675646086e-31,8.592012887980314e-56,1.6207764912073298e-70,9.670058881163774e-180,1.0553744580070464e-101,1.620142112344664e-110,1.1658748588600627e-111,2.100582371207308e-63,1.9170416513312447e-90,3.846949251573289e-63,7.989677032992213e-76,5.0930273890211385e-59,2.553164822828358e-71,4.300062291048924e-53,1.5701272024145423e-21,1.4071269042173542e-177,8.370025371090656e-97,4.490380508813375e-88,1.6144914228159042e-12,1.1557367213218836e-27,7.24322834050224e-25,2.509699935312481e-39,9.961811898236752e-34,2.6764566683145767e-19,1.1841394424494369e-26,2.0011246799938593e-159,1.2660953162124022e-53,4.539642171664286e-97,5.8680591861015475e-117,9.249762290483255e-113,5.0737137341979e-88,2.8219806845272073e-163,5.389587527373839e-52,4.643859591998605e-62,2.185976318714477e-52,3.7126913820233135e-74,3.2335226265582476e-34,4.0895501052434004e-14,2.8542704403332403e-67,1.1111225033577761e-118,2.276713885998346e-100,3.9992841255436005e-57,1.3478856167193543e-90,3.212616771761667e-66,1.5301831750767566e-69,3.64054128516008e-49,5.242934856125596e-90,7.255659935883075e-45,3.013379821844435e-73,3.208282822269695e-41,2.7672458150182532e-151,0.9999999999922176,1.3115845042859984e-81,3.0469500465309525e-119,6.095991521167857e-12,3.034297801804565e-63,3.1381152941759327e-162,1.8912500757463604e-168,6.261672736359585e-78,7.712011016297335e-136,8.189269629766527e-86,5.357194498661939e-84,1.2513048323786965e-19,1.403909526200821e-107,2.496922830941513e-50,2.39517486390293e-89,1.7583320158184818e-59
836,2.8875818032809066e-76,1.2297949605474829e-166,5.272797019595291e-88,2.1028199553209173e-20,0.0,5.952547229831595e-77,4.2019494540391456e-83,6.268517959825809e-96,5.3595439531486296e-104,3.230390462274474e-176,4.134990192006578e-61,8.700180483422637e-138,1.18517369865941e-113,8.131128075384354e-110,2.171775891409325e-129,4.943052952060281e-187,2.1538504984559375e-124,3.558445299068522e-59,2.0902774412565443e-16,5.85958247189022e-124,8.577516815626877e-81,5.89164157401511e-91,1.7402124901665394e-48,1.8386926936833035e-63,1.50598164476275e-52,3.4345521024905364e-56,8.387001413896386e-84,1.4923760009416064e-23,2.649075314504695e-44,4.055436520654361e-66,1.5093095864318674e-49,1.1738800294214398e-54,3.433560245519175e-82,5.405800006737818e-79,1.8869200243488517e-69,5.8435663098662346e-195,5.426457641522358e-80,1.9233931111732573e-102,8.514667124662325e-108,2.858575648629006e-59,2.0029242559351605e-69,3.2436603548130024e-116,4.5147189966128606e-104,0.3333026046307617,3.4482444787173077e-75,1.7455635261612233e-68,1.2380380753380423e-102,7.322830509735487e-169,3.463536244191406e-97,6.816748477218497e-93,1.841108954776342e-21,1.2868126413294715e-66,2.1437228063785195e-54,1.1995909793841398e-51,2.838907202827874e-49,1.002484026884591e-51,4.450983172481049e-85,5.369033347136972e-123,2.4318028510614508e-27,2.1113446235530796e-95,0.33334869767278097,4.198130444707553e-120,2.1402516183995407e-41,2.325786808559362e-161,4.756457558155211e-119,1.2177280702780197e-75,2.7651151607179834e-42,5.882905830746843e-54,1.311449358131839e-58,1.615041462799229e-25,1.872448570218546e-66,9.72117413206375e-104,5.923692039765928e-129,2.9305303034564e-44,3.9654493979273704e-181,8.552524042078949e-74,5.981808589536005e-37,1.047723071248857e-33,1.079774314505057e-146,0.3333486976727783,1.1482453343018294e-78,1.206387799475213e-32,1.3074563469311038e-141,1.2381017600024774e-64,1.7882941423987614e-88,4.331867325080288e-117,4.3391136856831363e-16,2.6933717011753798e-46,1.66633710162468e-203,2.3988518053481585e-127,2.823523227589709e-79,1.808611677856954e-72,7.588941353490132e-93,5.085456976548844e-80,7.844094454761329e-59,4.749841478685199e-94,2.367827315123463e-11,1.460215059035263e-58,2.7831649296069183e-65
842,1.4696626232916896e-86,1.2221708412756308e-159,3.033294425754312e-94,8.89071347359377e-29,0.0,2.7217551420211983e-27,1.0874127917624262e-86,9.054493832418738e-108,3.83933150678669e-87,4.443860020992525e-233,1.4297021246787375e-74,1.845963804941632e-169,3.268973207754986e-116,1.0932597886622752e-128,8.473642343494142e-177,1.6056410116759955e-148,8.70669969490131e-140,6.719267608360151e-78,1.0247924409774157e-122,6.69075943257051e-119,1.1039602438331378e-98,1.997582065404429e-89,3.93021155521335e-65,1.4740531708508703e-68,3.5616277919425283e-99,2.7264188078370067e-76,3.25727657701247e-55,4.1263867123653034e-78,2.2603533494321158e-57,2.6017026374424063e-69,2.1770761277621539e-66,9.058868023044394e-39,5.278441350413091e-78,6.706899822293612e-70,2.815278536542508e-69,1.615434954279503e-183,5.597644838195974e-48,3.976521985907125e-63,1.47749210221538e-79,2.4203084511150938e-52,6.413959336696192e-63,1.821868587633601e-109,3.5680488742497826e-102,2.3182181905557683e-38,5.8463397885580675e-96,8.797987296814794e-48,2.302689766721048e-86,4.863701936955213e-160,5.934120458231167e-130,1.5161752222475146e-109,1.6133503137052784e-35,5.500688213973972e-63,9.49151150164407e-51,6.464554475196559e-69,2.6733224432770773e-48,5.2380406892984935e-37,8.879122907632708e-56,3.857218537190923e-139,2.1835462043672347e-34,0.24999999765888678,2.0277748307756352e-104,6.748890895247657e-110,3.708754495388678e-89,5.7990143737405457e-11,1.0886120183206723e-116,1.030642975054125e-90,4.852432684065757e-61,1.3718883814159344e-34,2.505378405111886e-50,5.401305490433108e-16,9.377656261309382e-09,0.24999999765888678,1.3370710751525387e-48,1.4582608138148964e-61,1.0262536882187844e-174,1.0910711794268199e-117,6.11965428733088e-32,3.377619668763106e-50,1.8706731854033375e-61,4.524829044948165e-37,0.24999999765888678,1.0892964327482096e-42,0.24999999758769262,2.3806447348663574e-39,2.2813793815443564e-64,5.366442441319707e-109,7.205971075671882e-39,2.0624600847658065e-37,3.120969062473007e-203,1.2937082129200222e-168,3.8289830739248956e-71,1.9460131382797363e-163,5.181736882410056e-78,1.482722715315031e-103,1.275750653573544e-59,1.4936708220409786e-130,1.285525216399705e-44,1.2120726505335873e-122,8.247724991120518e-93
843,1.998898433539592e-68,3.76268857145569e-145,2.5292599901200575e-75,1.7846865190762486e-21,0.0,1.4366377389408043e-63,3.715837758796756e-89,1.6981686621005435e-45,1.3772525035656262e-60,6.843184761844254e-232,2.2404563264585465e-48,2.466438870988117e-128,1.9535488653687698e-100,2.2129167735019983e-102,2.6192729092227465e-133,4.316407475835326e-167,1.8290264884108176e-118,1.3555912890215146e-39,3.02642326970718e-107,2.4259566411937707e-123,3.66132046350501e-79,6.788392230680339e-107,4.172847242345993e-74,5.166113120855679e-100,1.698158665526362e-120,2.2193691857784013e-98,2.204591262593679e-38,3.014321311118938e-56,4.561524600334843e-52,6.508383610578906e-74,9.163868418271313e-69,1.1423920501471513e-28,2.6065368927026842e-70,4.280341730221614e-71,1.45108607522577e-60,9.6985994536586e-158,6.268008709707327e-91,5.562085412911411e-90,1.8702895051362524e-85,3.0248612270209738e-61,2.399477003562048e-69,5.4649413653943904e-70,1.9067609025885043e-59,2.1908260447833555e-46,2.8709656620704464e-43,1.140467711680576e-17,2.1235253249013567e-96,6.175470241577776e-156,8.766504691876503e-92,8.50441947153699e-60,1.9999656585305197e-38,4.2458692873576174e-64,2.030584343173953e-32,1.040331718046009e-70,2.7273223931034365e-53,9.955792721510886e-47,3.7007660367617943e-100,1.9181933889507684e-98,0.9999999999978453,2.0335506851131116e-71,1.9950534135009347e-78,7.203677153517555e-83,3.5350627952144924e-67,4.747985534355213e-136,4.399816096106492e-133,3.016972551107443e-72,5.5824222654631026e-45,3.6185076455612818e-59,3.611180699205342e-43,1.9234376752721945e-12,1.0930311618342597e-72,1.767057519286328e-94,4.0148551843732365e-126,7.457915613911585e-29,1.809177366674749e-207,7.845926937089355e-103,4.359763439299828e-39,8.992247380280909e-73,7.273901377855153e-154,5.680924930008163e-42,1.7860889362356823e-63,2.3143028436856715e-13,7.362381325721228e-95,6.298882323414462e-51,1.6273111932998934e-70,1.645850286669104e-83,6.044288021979275e-35,2.6829747599680294e-45,3.336513730124381e-219,3.938664112534502e-106,7.89415244916273e-42,8.589022796050835e-114,1.1626007742025673e-39,3.8219516160667566e-67,3.9787926889513654e-39,9.777175061038129e-90,8.60948479977745e-56,5.492114854488289e-111,5.03953555390583e-96
845,0.3333333731845949,3.8333023499165915e-85,2.048284005383664e-117,6.381123921966665e-30,3.2971206624557233e-233,1.5092726820180092e-64,1.213993680042802e-109,3.727938335327844e-29,0.33333325105187733,2.0111875452892075e-69,1.388218688639166e-19,1.2083926710902292e-58,9.820304312190648e-68,1.1081162371990316e-54,1.860516444469544e-78,2.9353275013220133e-198,2.9341393372554697e-22,2.7813453047768617e-43,1.362019942353551e-75,3.5775683915088247e-84,0.3333333731845949,1.5676235883816979e-105,1.6362575810940112e-104,1.768969770697346e-91,1.0371700374825823e-110,1.6333779188870489e-97,7.062047228369365e-35,2.6719561366517183e-112,1.281298423722622e-80,6.86033483667411e-119,1.0585413589501219e-95,2.6637691258407443e-48,3.945006543741897e-105,6.874742542121822e-98,2.711260219057418e-118,2.421077501998349e-116,1.6320695855262358e-130,1.1702123587628173e-106,4.387309228593077e-110,4.0334419227331304e-75,3.553729183735489e-117,1.1041406986535049e-33,1.1231888826778486e-137,6.37842493906159e-53,2.1011293297579537e-81,2.7071532606625414e-90,5.4647302917792007e-101,2.8433318216922914e-104,1.4113707546380777e-19,1.4116321387090138e-26,6.043905572393444e-65,6.087570179296809e-72,5.928028101720441e-57,9.983970962267216e-48,7.080191541677709e-25,1.9442382194203898e-64,7.329117973188325e-89,1.6692420232094388e-185,8.575149973351122e-49,2.4691180752202726e-111,5.5838247030912885e-98,1.9337796224528015e-129,9.774822054766902e-116,1.3017887067619364e-184,7.15998254306034e-117,1.4133655109342777e-36,3.828709360657862e-99,1.5838826855322736e-105,1.0768105253630799e-52,4.1865093983633514e-38,1.1352420536519354e-88,3.159011591356277e-120,1.8474465768482624e-146,2.6335074907356045e-48,5.7009703384139536e-71,6.364134061323305e-75,4.946522892324442e-50,3.253981775654432e-99,1.2869317151756586e-114,4.544453277016306e-84,2.461065873604034e-81,2.742912478587988e-66,4.608317103172036e-174,5.790305516962489e-55,9.466438361138022e-104,4.507048820233898e-89,3.8691352917712504e-52,2.2348303426817857e-89,4.9255321579729336e-241,2.7181752474272268e-86,2.5597267941673054e-66,3.0043644870668436e-94,1.4837291149334318e-56,8.060560241748293e-28,2.5789327877819935e-09,9.352698518375547e-38,5.6264136696054025e-83,1.123604018790789e-131,2.6720711117368567e-44
846,1.2043658111808119e-87,6.86870427489853e-168,3.029005683514719e-110,1.1109966648410487e-18,0.0,1.4126055487884812e-68,2.1841693130651227e-77,1.0102374241098059e-85,3.0908656563767332e-83,2.6612102467940726e-250,1.1504228264558648e-65,8.595073931329717e-126,2.1371633012147112e-104,1.8395625170903476e-72,8.347344500655562e-129,6.924481615490374e-154,6.387536539532555e-135,4.402739053033543e-33,1.8744053876821584e-122,5.57591276707278e-101,6.745536539874599e-86,4.1549637165266024e-76,2.7614418498636135e-37,3.168316000337224e-72,7.834452804895887e-99,9.536554696144601e-60,2.354624039970749e-73,7.77580429878695e-74,5.760599071454262e-53,3.7859427027973395e-62,1.5647646380231972e-51,4.905823649771334e-35,7.502415472879963e-77,4.023762649090522e-64,2.3051954711741292e-48,6.725814653601703e-197,7.576344008688132e-50,4.8225288694495426e-85,1.1197618010451904e-79,2.803458008937842e-46,4.998795071948994e-56,6.392996960911247e-89,2.151676251157669e-105,4.19609804854928e-37,5.701565696474357e-57,1.671430553308446e-42,6.531632175489358e-88,1.8401171687111464e-142,1.903430386710476e-99,9.304901702326076e-103,0.5218287660535649,9.567402500084097e-62,3.988299083521515e-28,1.4912781467548005e-29,2.881397305429616e-36,3.878186563939915e-28,7.473946513847149e-63,7.733864836395534e-111,6.164145415170311e-30,8.05230321523573e-89,1.0164856878171776e-89,1.7839440604814012e-98,1.0960567550329399e-51,6.127272247368811e-163,2.4798498625499773e-96,4.839755703015584e-73,3.174385389386702e-49,6.520168780573808e-51,5.843374728413154e-29,0.4781688711687833,8.769431149757787e-59,1.5962089360322455e-113,1.2935047737471347e-123,1.0265393372839265e-38,1.1984006696701155e-159,5.9080738043271354e-121,1.257078357863901e-47,1.2204558913391063e-29,2.9419325827987006e-125,2.194316023387488e-29,2.8263698371234394e-67,4.8562962027958185e-20,5.5250983657860064e-126,2.4439351756811265e-25,1.4743294553800594e-102,1.736146943768321e-123,2.362777651894945e-06,7.34616277093897e-42,1.3776861767614844e-178,7.162121540473776e-167,1.4479594378854454e-63,6.315281512659487e-143,2.2172012441868044e-64,3.5204629986060626e-86,1.1136366532198647e-42,3.7107629770886005e-106,1.41660644640514e-24,1.4607444549490687e-110,4.248974620125003e-70
857,5.3155147457196206e-95,6.105073942847694e-175,2.755607902032256e-111,5.692885131013672e-25,0.0,2.8812793046071863e-74,1.9232905118104197e-116,1.574045141568473e-110,1.4054243758101466e-108,3.4026600923039474e-261,1.6921047347376235e-67,2.3075896395082078e-144,9.673458798237563e-98,2.6419889535699464e-98,3.464534813293525e-150,3.048593446677765e-121,1.0125178512059455e-137,2.362826015555304e-57,1.635972436348287e-64,3.322959642783915e-138,1.3709813880312455e-86,3.3439814055505225e-51,1.1913383330861316e-11,1.474472425846664e-25,7.420768380943534e-66,3.451466749548716e-21,7.792302416749684e-82,1.7141793421746365e-27,2.825951383367463e-19,4.64067339446076e-29,2.92470038762603e-38,1.9502017725732543e-31,5.423942763475456e-79,7.599160295273509e-60,2.6272306414204194e-58,1.372401520652055e-186,4.08310895410508e-50,9.43359888228773e-52,4.14985167180271e-43,3.8602512933844204e-28,2.156556906017378e-57,4.806314677323489e-114,1.1804872910136158e-131,9.607716688977967e-36,8.258248413899492e-50,5.924936355754463e-70,1.8199092543900456e-69,1.2324836203608414e-210,3.93400385956549e-126,3.257547482769615e-85,1.493020741534519e-61,1.976016598047885e-53,3.822322436767452e-41,1.8984554808264043e-58,1.494013409902622e-36,2.4789696626844237e-37,1.3497157423561207e-69,6.765046053200746e-77,1.5635400149741382e-40,1.5773847156575619e-117,2.2252317291205202e-48,2.2812546752482435e-81,0.999999999986728,1.841310268729872e-192,2.86126137241759e-106,4.300031384574195e-53,1.6927396994454366e-18,4.246543330361361e-38,3.170885652631969e-31,9.997186450678065e-29,1.7142027193316608e-30,1.1273262747126385e-125,9.144606026150037e-102,3.2383660121705286e-57,3.936521081855655e-153,1.9742096289957182e-128,5.889096998393344e-65,1.3586334537500522e-12,3.258431288169876e-163,4.694326949820557e-21,5.387324206267256e-82,1.300798365042537e-49,1.1777062310510188e-179,3.1655374469833147e-65,2.0892034447779132e-122,3.164632662949259e-125,1.53013524903846e-31,1.7692625837966536e-52,2.8563455736471436e-126,2.481595988589503e-148,2.1959670286465572e-70,3.869482961438472e-86,2.4670224765556192e-78,2.3343814378455835e-70,2.932133471813057e-76,6.01219072366272e-132,1.9744975482546351e-19,3.453103447777629e-61,3.205783975336192e-79
872,8.20395930167915e-114,1.5845495452526468e-183,5.398711683741222e-62,3.8791239751363926e-18,0.0,5.9578955135286436e-58,9.842063798657542e-79,3.27979872792184e-115,3.7133644415532465e-113,3.3973090232401713e-248,1.2490810743671305e-75,2.91953884095022e-193,2.0405811105017444e-149,9.218895959236542e-150,1.1216927396329248e-192,5.949967589030773e-101,7.760977321812491e-165,3.155870897497907e-88,2.4117569880558955e-145,2.623062960701758e-140,1.56493749394665e-92,4.736213167966229e-35,0.040132673100472964,0.10665178900954447,1.0792418458384109e-58,0.10665192557362374,2.0284527425261314e-98,8.812500673545994e-67,0.10665192557438481,0.10665192557438481,8.587606866149337e-09,7.86969130313856e-25,1.1424093473081734e-57,3.1405501187251665e-52,2.591869086290251e-10,1.1340070664914839e-170,7.389975566344411e-13,0.10665192557438481,0.10665192557438481,0.10665192557438481,0.10665192557438481,5.890107612214052e-138,1.0536710783013583e-68,4.4077425410383656e-29,1.9474389318901315e-83,2.3941988151073723e-65,3.098680757156427e-113,7.670084197777721e-174,9.554580275543446e-149,1.4772579046519192e-137,1.8741120435113826e-39,1.7839142504749317e-77,2.2482802542398096e-38,2.1826054708118256e-71,9.782060277696882e-52,1.1130424569132012e-40,2.7117937741255545e-108,1.5802741412834057e-15,9.06489553644374e-58,1.886373767107994e-107,7.053545675750662e-102,5.8432171761706316e-77,5.33413056264197e-16,1.9736934890283765e-178,1.937224945114947e-94,5.104113195643296e-92,5.170841928173921e-51,4.6371114330817185e-07,1.536340578658141e-35,1.8658963936389005e-28,1.436777036662162e-39,1.379901862070273e-136,8.424160587166948e-78,1.2164306659558617e-47,8.713593033141953e-207,9.752042085083427e-155,2.2027980851556624e-73,1.2250458664962751e-55,7.599090697022035e-161,1.7974340058201307e-08,3.0026181598991175e-93,3.0730082926654178e-21,7.768456981580743e-144,1.060756329131632e-79,1.6125655914499805e-97,5.855022920554268e-134,1.3493983114642776e-65,8.125184261993626e-26,1.7056783806410763e-149,5.594336984085063e-181,6.782024641864321e-51,1.7794150191376133e-183,3.035254206803096e-85,7.56811493016296e-111,1.7057435542674824e-75,1.946968851613954e-165,0.1066515683370317,5.764467162248702e-126,9.946672108502604e-103
880,2.1417207166076525e-30,1.2953941999379613e-110,1.2400753070689503e-125,9.973483121181434e-18,4.091961347846399e-276,2.757901074104227e-81,2.5947361877907865e-78,5.766399949370524e-40,6.85123001883221e-05,2.698835178832364e-172,0.09157945863438925,3.4359791950780716e-71,8.563553692076317e-21,1.257728635547871e-62,3.422133277525197e-69,2.1291978131935594e-162,8.213689389148041e-44,5.9684995991850634e-52,1.2104077497493796e-81,1.5674748998030865e-91,2.8084368074512826e-19,7.684662041710992e-99,8.029975671311996e-35,1.8846966332626523e-103,2.9943059572013334e-100,5.383822392312524e-83,2.0383536964972613e-40,3.204976679516687e-112,1.336807837124959e-54,5.857292729085843e-60,7.503105356772048e-71,2.0419279390841629e-41,3.6857864471605684e-93,3.956061521646549e-80,1.4051767710782104e-99,5.692912994457499e-106,8.719838740009087e-116,9.47556046788545e-118,1.3898582878644068e-116,1.5142795415161952e-91,9.027071457605215e-97,2.6838133778333135e-61,2.1340172937786456e-144,8.846514482602813e-40,2.854268287870575e-86,8.510891392881015e-81,3.6534341202242765e-78,3.557386160655954e-122,5.604558482073218e-47,6.368756534035279e-15,1.365134425893253e-83,4.545905917261346e-81,7.476384592140353e-49,1.2051500002847514e-33,2.0822843345443973e-54,9.308665758650322e-27,7.078788978208653e-87,8.836124855004487e-174,1.503292260307952e-53,6.130421889574344e-125,2.5852249045801977e-107,9.678384005755827e-126,1.3499338714605648e-91,2.090739426850294e-187,5.998437408937173e-95,3.6771867865759345e-53,3.1077791950279308e-86,8.430097929572522e-74,2.4184690636851733e-39,3.2636096940558797e-41,8.62150166006445e-53,2.6496914691457652e-110,2.9276535522980174e-132,2.0076701303099223e-38,5.056978885778898e-140,5.014114049438023e-121,1.7353267624128698e-107,4.0758242277491845e-68,6.59827725422527e-142,1.7890728692174108e-38,9.531382932330464e-55,1.619671105051395e-53,4.043994832483303e-173,1.438753078933128e-74,9.684887656570169e-121,2.9810715292325873e-115,4.723177775747408e-53,4.235465827336815e-84,4.2316767634831395e-219,5.3317316447201866e-86,3.5868901372474824e-69,2.383386229779208e-106,1.2273748261378158e-39,0.9083516540924352,3.749729809485051e-07,2.1422132466720785e-61,6.120653162370168e-56,2.3350515864627895e-140,7.516739926769387e-63
884,1.0195017883633524e-53,1.6497956779419928e-144,6.796456309970446e-81,1.6677971818769927e-07,0.0,1.5839734968213874e-67,1.6572175537308324e-109,5.343799276715122e-80,8.785752493183183e-79,1.0195955374893632e-197,3.0433853593469194e-35,6.175899812877175e-136,4.295189680968576e-36,1.3495895119584193e-112,1.582264950888904e-155,2.21504605726609e-167,2.2059345540082477e-118,7.620568178545985e-63,1.178611731155761e-114,1.8204800976954595e-75,1.0973535142579086e-72,1.5808592800080924e-56,1.9853696857497272e-51,9.786700054496538e-68,1.0016088795224822e-95,2.108971919492143e-71,3.061760250145416e-58,2.3904009837765204e-77,1.5737699680522972e-53,3.92819980434616e-46,2.88103665588537e-49,5.112342076942324e-27,4.5170548533125716e-58,9.439222756049835e-77,1.7408275426522946e-68,6.999772669279969e-181,2.0871162882866213e-105,1.0006658527334148e-96,1.0950914135481453e-97,1.0290600255786186e-53,3.729383232755806e-77,8.490049109314896e-67,4.218858741185794e-139,2.4979260457339304e-65,2.950453905537957e-93,3.2389383418585504e-76,4.3522005292221423e-57,6.127434197184198e-173,2.235731433994217e-89,1.2621991569864297e-84,2.8218707951013056e-34,4.3470225408299523e-72,3.064401814165769e-41,9.847103954233954e-28,0.33327690800227844,0.00016910921344669657,3.828531110159523e-54,1.1129541906875989e-148,2.2823588364831542e-57,4.71307444874163e-124,3.15310989913243e-99,8.239739470090474e-73,4.131179910663552e-62,2.300642830315635e-193,1.8108307314237807e-72,0.33327690800227844,1.0395782831287546e-80,4.0226873490187586e-58,0.33327690800227844,2.6064311270763777e-18,6.204132770798587e-48,4.85798612495455e-140,6.342699636334485e-110,2.8693904730809466e-48,7.348982516143022e-152,7.313840256640861e-69,1.2597169806703688e-18,1.794766107242653e-70,3.963711983143982e-150,3.336862188864135e-51,1.678321010662137e-95,4.210222899037059e-39,2.902870232706811e-172,1.7037069696123641e-56,2.731166168674059e-117,1.3230803103442093e-48,3.2527572286791164e-20,4.096199080446551e-44,1.5778211386319448e-195,2.138283093037304e-172,6.319756629759475e-55,8.716161466248521e-125,7.631115758949516e-56,1.0218112242417476e-62,3.6944806502938846e-48,5.268515163169065e-132,8.13387908233292e-47,4.5047736289860855e-104,3.181777309422863e-36
