Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
5.878418576517746e-11,8.015346764729711e-09,5.047572530587379e-13,8.541537400239092e-12,7.383909598180038e-11,7.491146827359579e-14,6.322330572659149e-11,2.4546883938470677e-08,2.2994015242780698e-10,1.283736096157882e-10,2.0242097824583905e-09,8.256669892836819e-08,5.095563881096336e-07,5.21538457089344e-08,4.649665475020082e-08,7.110649984870061e-11,1.3511887305635351e-12,1.462292108488769e-08,1.402194384874979e-08,1.5420410483157433e-12,8.077027810853166e-08,7.0735570159312e-14,3.6725378516097253e-09,2.397387261076261e-10,2.978616291578335e-11,2.467655319856645e-10,1.5927731228596083e-10,2.1985625611100455e-12,3.380300177052955e-11,4.3975689090865486e-11,4.942337338790749e-10,1.1075390795400348e-14,3.6246842991123204e-12,1.2838242174919867e-08,4.968567118600441e-14,1.2525961287805452e-07,6.131242728417507e-14,1.2117675532240867e-13,1.450702933895777e-15,5.501037472667127e-15,9.119489967241596e-14,1.5845430598719024e-07,2.5425273916781956e-14,6.614300188967817e-15,1.3131253699658824e-10,4.944853848626675e-13,6.6235964044061395e-09,9.187499211055368e-13,4.423793229084936e-08,4.767764141460097e-11,6.655766912012322e-13,5.461687093845616e-12,6.204487494645676e-10,1.1069473406955987e-07,5.165338747427453e-10,3.4243870735289764e-13,3.785436303340322e-11,2.6313360920466135e-13,1.492797402276281e-12,2.3624094279493915e-12,2.9819546432855726e-09,7.592252034955403e-13,2.785296167411023e-07,2.8559433122444386e-13,1.1767924329453388e-09,9.507302035009914e-09,8.441199099596161e-10,2.0253937832474837e-13,1.4613485269062406e-14,1.9190899274995874e-16,1.1701501175606802e-09,5.214568359698976e-11,2.0746195190167174e-14,1.605887665397069e-11,5.7543434187799546e-08,1.2318037961144295e-11,3.41298346053431e-14,4.294762718235015e-14,1.2795850157533855e-11,3.441385576062623e-08,6.347946193079881e-08,1.3254384708232887e-11,7.53575726389191e-15,4.533012368411334e-12,7.867657385278317e-15,7.463036153786103e-12,1.3736507730223025e-09,1.6315176690685182e-13,1.2994294255128786e-10,5.011084843794246e-12,1.216222168858885e-12,0.9999978402181633,7.877031691266728e-10,2.1925390801337433e-07,2.7231702437542825e-13,2.482528123484737e-09,1.1710338629554345e-13,1.4646763416746787e-07,3.969996783647921e-08
6.054356240998018e-07,7.159989560405453e-07,9.195033962506641e-07,0.0014188410656683847,9.315694990155182e-07,1.272583653245848e-06,2.4922157964949165e-05,2.718317239735839e-06,7.236731042308297e-06,6.801493891335869e-07,1.1659856831424187e-07,5.359417325414952e-06,3.525711268298866e-05,1.71487237964485e-05,3.2160004881761e-08,5.638635832449555e-06,5.4477357769863445e-08,0.0009049602731646624,4.72846852267429e-07,8.959677890432589e-05,1.6300721844767685e-05,1.3970084827924563e-07,1.736669930779337e-06,1.6511233527543031e-06,7.763254467616253e-07,6.68359050759431e-08,2.8054484149547925e-08,6.289824346876563e-08,5.8571841248551314e-06,2.4932172884894844e-05,3.91420304100174e-05,4.535626191291584e-07,0.0006408849604043516,0.00011412609490865023,4.32742137910519e-05,3.24112617936102e-07,5.102170258542162e-06,0.00015546844128653395,7.275903587942898e-08,1.3671984205098462e-05,1.1668132559235284e-07,6.497494072846789e-07,3.4660006405364457e-07,3.021715533001173e-08,4.373230264431039e-07,0.0004999774934196463,9.29796593927422e-06,1.075786448481436e-06,9.233366948965635e-06,1.437517272898602e-07,8.6420166337486e-05,1.3959349398509462e-05,0.00012151420173172772,9.635525438743405e-06,0.0001741824287699052,0.9799141427978285,1.5711191986158203e-06,3.095309890049301e-07,2.9948918065351565e-07,8.947242196403558e-07,2.1217267743346905e-06,1.872695855410032e-07,5.663392914894906e-07,9.150932773935745e-08,3.181574749432873e-06,0.0008715477920759444,1.1472086495031385e-07,4.55814555773873e-07,9.430593481553054e-06,0.01316190261800496,4.87015031374528e-06,4.930942780463846e-07,6.027855089274629e-07,2.5203567406181547e-08,5.017948717881552e-08,1.2065250301750834e-07,1.033398967809965e-06,2.1054688930777684e-08,8.329081919114565e-07,0.0009066488154160369,5.363030597031248e-05,5.293751678019825e-07,3.976736345442388e-05,1.3814204761233006e-05,0.00028346729759531436,2.708589415512461e-06,4.851063332394362e-05,2.8326136827825962e-05,4.2604950536555734e-08,3.915813349583019e-07,7.89961935040787e-06,5.759569919190524e-07,5.678791595331825e-07,5.9692003881486616e-06,9.771352491446409e-05,1.0655412531985858e-08,2.066533127334087e-06,6.089254161977062e-08,2.3858621596744537e-05
1.175162703701424e-09,2.1206615007889976e-09,1.9670062133607338e-08,7.375915656114682e-10,4.314714903697556e-09,5.933310508365074e-08,2.033334336963086e-10,6.74518493578385e-10,2.2183841673320994e-09,5.378787782309669e-09,3.5650505783693715e-05,6.781878718516681e-10,5.138486682872429e-09,1.1757131629281174e-06,1.2156456854112809e-08,4.834616374884152e-08,1.0354727626616678e-07,3.9131015197836447e-10,1.0310329246698745e-08,9.221739986851307e-11,1.0275431330745305e-10,3.011954480356514e-07,1.0574305503462227e-06,2.5526843277287564e-09,4.894455868254283e-11,4.684447637328529e-09,2.157985099211271e-09,3.3930771339954285e-07,2.5103186844482866e-10,7.371452246772785e-11,2.7187405466903266e-10,1.1491473967691927e-06,6.195819385443944e-07,2.7948636520758216e-08,1.880421218874078e-08,1.3167231371199915e-06,2.2409132944617263e-11,7.0807580025301115e-12,2.060388569675919e-11,1.9509789138944584e-11,9.624424932369825e-12,4.202993072102998e-09,7.133221115731236e-07,1.950015048225043e-10,0.9998407079177364,1.8717956279315016e-10,1.668324612382359e-07,3.112832107442623e-12,1.1075219313942036e-13,5.632919199661646e-10,4.444628819450468e-10,1.425396637253005e-07,6.276118533144509e-12,3.344698385761686e-09,6.500318036711362e-10,3.0669019490013672e-09,1.1470969239947995e-07,2.010293422098116e-07,9.500254736052423e-09,1.0181343144419276e-10,2.140628757598014e-09,3.2707701535890606e-08,1.3129944835798211e-09,7.485765849361153e-10,1.5590770358940346e-05,2.315466108582622e-09,1.53531174063058e-05,4.871025918611695e-10,1.7278715712864974e-09,1.3193601138630704e-10,4.32178248780732e-10,8.125840211559015e-11,1.081184389902004e-07,2.9186834720039716e-07,2.1421674048489476e-06,1.948459066904273e-07,1.0803074973772203e-11,7.985746987836878e-05,2.491199499347416e-07,1.578977437517473e-11,8.534331988441028e-09,2.2689931681237383e-08,1.3003684610101028e-11,3.883202612876457e-07,1.7870019648130333e-09,3.750937658498742e-12,1.659107216054516e-11,5.344390781583548e-12,1.1804407257055746e-06,3.090508382731852e-10,5.6984443283380466e-08,2.9251109441871027e-09,2.9972186315549934e-08,4.40860135078625e-07,1.437712545372319e-10,7.947301111183158e-10,3.9447924062014125e-11,2.3896136968101717e-08,9.895152887214735e-10
3.2714773311838457e-12,1.8981240858598002e-11,8.184021990681969e-09,2.9261826738929814e-07,5.752561930878915e-12,2.0259096153282457e-10,4.0791416611291646e-08,1.306374170599301e-11,1.9617902273802263e-12,1.9313677909836764e-12,1.9900594000764254e-14,1.1270796786384043e-11,5.473849375356763e-12,5.485795712315493e-13,2.2354113596054535e-12,1.2220437360784805e-08,1.0530265773550265e-12,1.1311263050751476e-11,1.0531202245259564e-12,3.344916947702823e-09,1.7465934289688022e-11,5.3673667201723475e-08,4.387004212247392e-09,3.2637804014637697e-08,2.9087602421069026e-08,1.0482629362145938e-09,9.969374157435154e-13,6.7077098229143536e-09,3.6147263639388615e-07,5.067598005594477e-07,6.710142945726293e-10,2.009968547045693e-08,3.585663048134136e-11,3.64749163171109e-12,2.0270749753277434e-08,8.135094038725015e-14,0.00015543218777799118,2.9568775585989456e-08,0.9998054824752777,3.1215366394347166e-05,1.6265134600230516e-08,9.328332568073707e-10,5.8309145032934e-09,9.038705850199746e-08,1.4441460900976447e-13,1.557685321145596e-08,1.2545866030279875e-11,3.361841608379856e-08,1.537812069218303e-10,3.1716804049742484e-13,2.4268996273786307e-08,6.406271608679193e-10,8.176952893297953e-10,2.90129462435524e-13,1.9223452493708263e-11,1.0034993752760121e-12,7.211873047775425e-15,3.936223775737465e-06,8.953681401844578e-09,2.7223667628321273e-11,5.127954066969162e-10,3.417716377336659e-10,2.7654522808766688e-09,3.334417832470718e-10,2.149578617281906e-14,6.435307493291283e-13,1.0594143983833952e-12,1.613751771052105e-06,8.633185425870507e-09,3.6883110786358975e-13,1.1332104751827575e-12,4.977077148028166e-12,3.5728211970800593e-10,2.7313790782587413e-11,4.1159548580787e-15,1.193200300006689e-12,4.28356454240899e-08,2.5295727633325295e-10,2.7957088063726934e-13,1.5902441481544217e-07,1.4215934963510423e-14,3.991777814390086e-09,2.0594785156627643e-08,4.262266396293478e-12,1.3331464344039308e-09,6.2480251139217165e-09,4.2891262236556686e-13,2.1497908291405648e-07,1.0509613238479871e-11,1.2223469735489228e-08,2.671636487157687e-10,1.323838869995248e-13,3.930537188323839e-11,4.007802729918567e-14,6.845112949418147e-08,8.238874180403959e-11,1.5526684104532912e-07,8.136563888757235e-12,1.1335659626926739e-11
5.660408405471996e-11,1.4147431819224888e-08,2.2712111554528874e-07,8.726903168433393e-12,2.3386991521198977e-08,0.9999138690328194,6.226921455043959e-08,6.836236962494815e-10,7.172062605869658e-10,9.495370967976647e-08,6.8214096299497e-10,2.505990782362265e-10,1.9710090585060717e-11,1.8488636446334888e-10,5.770873321845667e-10,3.6546893698789056e-07,4.423692071628829e-09,1.5488311249617367e-11,4.756095064632635e-09,1.6748126395924044e-09,1.7049410182950823e-08,4.992808820192281e-07,1.4251330835766076e-08,4.24187348962592e-10,2.7706021708284676e-09,5.184286884669829e-10,6.392753686726371e-09,1.541704201868672e-08,3.358257498208911e-05,1.400835215062156e-07,3.2586904736548097e-09,2.2422780517833894e-09,8.23303474344531e-09,1.6580981698059544e-08,8.135822099637302e-11,1.01764646122301e-06,1.5487193076502332e-09,2.2318075283280566e-09,3.436021889300946e-10,2.196900961785056e-09,6.7699153727576e-10,3.846829980571433e-10,1.2306614793134361e-06,4.636685539986908e-09,3.5614231605599565e-09,5.426360710198302e-10,3.729755657156102e-08,2.983515398230547e-11,1.734240541630529e-11,4.844201171840669e-10,9.852896897087106e-09,2.4578563764778976e-07,1.8218142510220805e-11,3.573913248966827e-09,1.8379379345084718e-07,1.0766056147078044e-07,2.0514347260681857e-05,6.481239785305086e-10,2.929440270754124e-12,1.1889915210301656e-08,1.2235759826910587e-09,1.1578552985876507e-08,7.243258629740592e-11,2.8269371963613084e-07,8.044122254534905e-10,1.353912409251402e-09,2.669630776151099e-07,1.9918052458994945e-11,7.362460263926561e-10,1.0567196884817392e-08,4.233700011640344e-09,1.3420241165784944e-08,1.0142237594781971e-07,2.0570095757180287e-10,1.1666203922294521e-08,1.1939309307052101e-08,3.304286367084995e-07,2.113450147855737e-07,8.571538036242012e-06,1.5679140755318466e-10,1.7472114166045586e-05,3.0475583566425106e-12,4.451065102248265e-11,3.307037266357382e-09,1.5652185796617367e-08,2.532499269441787e-12,1.971957431116739e-11,2.2680538109139528e-07,8.30063666190953e-08,6.044295357563475e-11,1.530951282701659e-11,1.5949039243749063e-10,3.631187424285558e-09,2.2685442366434812e-10,3.0388382051776424e-10,2.54782571424879e-11,1.4214286159287325e-11,1.7850078292322859e-09,1.02995877592448e-09
4.596465159168428e-09,1.1109470830465763e-08,1.4292266841289744e-06,1.0779053828348997e-08,7.849872415987254e-09,1.1443541533145884e-08,1.4072188071601184e-06,3.381055621596055e-08,4.988142963258327e-10,2.3149341630748048e-09,1.5597188017029373e-07,6.302692563779545e-07,5.438642840329407e-09,3.129007522301605e-07,8.934433722969294e-08,7.522328207919994e-09,2.7340308923708116e-10,8.92535847030015e-06,1.4286405059808448e-07,2.513440943218413e-09,4.842331531832933e-07,1.308333100603265e-10,9.998817266916796e-08,2.0922477651680865e-06,1.507346766471458e-08,1.9059368852089972e-06,1.300101416355061e-09,0.00040917205512754843,2.9921656019987496e-07,1.9454111951825887e-08,5.870653976375265e-06,3.4871887928110825e-08,5.855534761811686e-08,2.1271708829781177e-07,1.6003944965523196e-09,8.328708887681081e-08,2.9553408381966853e-07,2.482634801643846e-09,2.1403799633578597e-09,3.8163166409790294e-08,2.8035600440017223e-09,4.894654061744955e-10,7.69409661007656e-09,6.929444987698808e-07,6.655523464573131e-06,6.998622104648196e-07,1.7624047142098902e-07,2.222649361205164e-08,2.700827091818276e-08,1.1354910710055556e-08,1.876150221267484e-07,4.33726428554441e-07,1.1417298023396449e-06,6.05487730288423e-07,2.6715872952727396e-09,8.137885119274594e-11,3.791918143343506e-09,6.160887949737738e-08,4.868039425153607e-05,5.272758901567145e-08,0.9874658008587185,1.250810010310523e-08,0.011555382740701912,5.500320572370587e-10,7.008101089631625e-10,1.973529679953637e-07,0.00032131048050183103,3.0507295020009766e-06,3.507381974578967e-10,3.4318917916969927e-07,8.340923521485812e-08,3.1747813726918387e-07,8.035537071389506e-10,4.546390041155857e-08,2.0442341360771516e-07,2.6615768261639586e-09,1.9998911755227444e-08,2.3352583542173587e-08,1.364512222133433e-09,3.290428725239366e-05,2.1997492903329807e-07,5.417222276024105e-05,5.330237077019931e-09,5.940511380838528e-10,7.629915112274123e-09,1.8874145080113045e-08,7.105314623674814e-07,5.5977739336762174e-08,9.935023150113588e-09,9.542626337919456e-08,1.352739439444316e-08,6.897788893656154e-05,1.452282723174843e-06,1.5291936618788758e-08,4.5468356831518737e-10,6.68772460036363e-07,9.601975188884214e-08,2.5128390364632677e-09,4.2711940111714913e-07
2.855184904088372e-08,8.676177154741157e-11,8.14082428020129e-14,1.2961186398318238e-10,4.0149613676598415e-08,3.56290172022204e-12,1.2835714701335862e-12,1.1352373093437876e-07,1.1750623656059654e-07,4.605785103012513e-09,6.0994005561290075e-05,2.322576862633373e-06,1.0651782238625542e-10,2.93514316065483e-09,2.6460775366413566e-09,1.3231385625521456e-12,1.5839096935039347e-06,2.8351359574021142e-12,1.541223189477719e-05,6.170950772320538e-15,1.1089537403462967e-08,4.4704395854975975e-12,2.941007654618282e-10,2.540702765636524e-12,4.380153001663915e-10,7.359172876085249e-12,2.0855687037866846e-09,6.762687044620383e-14,8.122721675414875e-09,1.9382836660730478e-09,1.604462361366012e-11,1.9286163605838296e-11,2.540312645734548e-12,5.096203672033418e-09,2.439186572406004e-13,2.2277616253558014e-07,4.041998571832755e-15,7.590929479103312e-14,1.203986489388015e-12,9.117239103179445e-17,4.1445448405610024e-13,3.2364492991612123e-14,1.6240435637680691e-13,1.4228699826777803e-10,2.8819576174120392e-11,1.7471535763101265e-13,5.701414038861481e-08,1.3063889990677583e-13,7.098646472050735e-07,0.999417591724557,5.164467496760672e-16,1.8159500378141714e-11,4.470530341045158e-12,1.2200982835608556e-07,7.004297926218827e-12,1.751027645569283e-10,5.4882901364634274e-09,1.5567736023620932e-14,1.8925677501462167e-13,6.155718906169752e-13,1.3388441325033654e-11,6.17408394117437e-10,1.4707237778659193e-10,3.0416189548235352e-12,8.297804060589496e-10,3.759024062565563e-12,4.171599057494761e-12,1.0908341833184563e-13,1.2982084982813782e-11,4.371972732658557e-11,1.8150177503522405e-09,1.5661145496194216e-07,6.276164020619584e-13,6.636250230031348e-08,9.568213520074898e-08,1.0483183036890184e-09,8.171006104368301e-14,1.139558233944592e-11,7.711714450667114e-11,2.0321362817837095e-11,5.607219673670721e-09,2.169021166695239e-14,5.4590539064554755e-14,9.676158893480324e-11,2.1316601628900007e-11,6.233563504357839e-12,1.8373166048908362e-09,9.881235046790488e-15,7.012168311357999e-09,3.608503086737648e-08,8.264282616956099e-11,6.055348060649121e-08,2.6327105782446754e-07,0.000499940420249999,7.402163740938969e-11,2.0444626124215902e-10,9.662123279812755e-15,2.8584586409543536e-11,4.706325504182501e-11
4.4267970064891366e-08,1.2296115811198939e-11,4.0386000536282136e-07,6.804667224356197e-07,7.583038520308647e-13,1.470853861531575e-12,2.1937118818844064e-07,2.710419282037676e-10,3.499620433832919e-10,6.755346335173954e-14,3.12384672285101e-11,4.946381182409751e-12,6.49048789508842e-11,5.605940685969961e-13,2.5329793019065204e-12,1.268695852128174e-12,1.2822179476500102e-12,5.911188563114662e-07,1.7760603321690047e-11,7.951569463660254e-08,2.144818477501579e-12,6.398711539782365e-14,2.946086756567071e-15,6.452873249284786e-13,2.989810727845808e-11,1.173411886314999e-12,1.6457183799799067e-09,9.32096936963147e-07,2.1223566147299434e-13,9.827321480608293e-14,4.48436256685562e-10,1.4582990668777415e-08,7.612070997960375e-10,4.8564157489649416e-14,1.179346519669912e-07,1.711480566270035e-14,2.2503014885378517e-06,6.6550061515627964e-06,4.068206372130609e-09,3.745746174011493e-09,8.973709618243042e-07,2.1457204573927956e-08,9.52384033486199e-07,4.952533965180271e-06,7.302259436977384e-10,6.0281769206939044e-05,1.996544106437982e-15,3.649908541947173e-06,4.820547545816744e-11,2.2715513471178813e-10,1.3036439216223996e-07,2.0035831731567763e-12,3.398204169858154e-08,1.0819417598641196e-13,1.3206615797948703e-13,6.216928981094214e-13,1.2179658088488325e-16,9.609560534906764e-07,0.9998010254610046,2.2748696806013272e-07,1.2609025677091173e-07,1.3116906637162645e-09,6.012420206419997e-11,1.3974896221972893e-08,4.672511025825173e-15,5.520540491256075e-12,4.9438038088347534e-11,1.4084537003048123e-07,7.042577881243998e-09,3.6912285104705063e-06,2.0265123351909324e-13,1.0120082623128278e-10,2.1472468681130113e-12,2.7126745628107635e-07,2.0453752008241622e-15,1.223794996916576e-10,2.3175188629408565e-05,2.5568988694667502e-11,1.1767933315834826e-13,1.1729759018002751e-08,3.465931817536654e-15,3.645588632886133e-05,2.319455854708817e-05,1.5708005252975034e-10,2.0256908495581414e-07,6.961275253520284e-06,5.355365893132865e-08,2.9223193574135796e-07,1.8335691092633147e-14,1.7366960041197964e-05,1.070124219766909e-06,4.162196153766106e-12,1.785150784824163e-08,8.727544431974934e-15,1.5948744295131252e-06,1.50631466718341e-07,6.560475345099497e-08,5.281386369798092e-13,1.923040798015468e-12
1.614159170463428e-05,4.436400992989683e-06,2.6888937049532005e-07,1.2676140147292331e-05,4.58547674170913e-08,3.998866330347069e-10,5.073662224492627e-06,1.0006055770173826e-05,0.000184227113180155,2.9435028385502774e-08,8.582112100399946e-07,2.285225606089635e-06,3.820460737477989e-05,5.68964767195466e-06,0.00013031218645938084,2.179382858386955e-08,7.900333251822497e-06,9.462342748203256e-06,1.4187322046818529e-08,3.289270884720963e-06,7.076083304083826e-07,1.91124542206284e-08,3.54755604097173e-08,2.44352635776556e-10,1.3403477746071356e-08,2.8867672605103396e-09,9.663061889986331e-05,2.3088233375534894e-07,2.051762440606435e-10,9.644414967397918e-10,1.5827065995208792e-08,1.9847889169427586e-07,1.2695476739648163e-07,2.0595896326201307e-09,3.9005406641886447e-07,4.728644957902402e-09,5.977188865900504e-06,2.0650852995307604e-05,2.4010708064066633e-07,4.7586980147245794e-07,8.067222599045071e-06,0.00016288324600576337,3.555756932174971e-07,4.1056355753506e-07,2.473054633248118e-08,6.283746618635158e-07,7.278368781791092e-09,1.0644003051034013e-05,6.144956522929315e-06,2.468580329406584e-06,4.423675685964832e-07,8.308990022528034e-10,4.04614589829623e-06,6.790903701078531e-09,2.4354940138716433e-10,7.659529515755484e-09,4.596969502083853e-10,1.4921484797687956e-06,0.000804904950393179,3.981146360034106e-06,1.5669427929646777e-07,1.5766461225266387e-09,1.3515319325338082e-08,4.005018810555762e-06,2.7072794315872814e-08,1.771448994831574e-09,4.557908436955616e-09,8.781131857512962e-08,8.168822109851975e-07,2.6487359421187204e-09,1.5240347046387458e-10,5.9137260859405174e-09,7.705273039516883e-10,5.478686432281629e-08,1.8750659197962622e-08,4.4287441880673396e-07,1.9506316477520134e-06,9.52973516782254e-08,1.2362131864570564e-07,1.0718851408720523e-06,3.0927464129009688e-09,6.3461667953058825e-06,8.207591100837107e-06,5.995436517491863e-06,8.601588490264074e-06,9.531808320858313e-06,6.3665635417939265e-06,8.070789311817103e-07,2.053354902766255e-09,0.00013267249845549072,1.562099214165292e-07,1.163998377940063e-05,1.3996188274164001e-07,1.052247034295773e-06,0.9949954316736123,0.003240033327532485,2.7572556408135905e-07,5.487291729199535e-07,1.218821072447225e-07
7.229206504961061e-12,1.7105224738653975e-10,3.695102408248818e-07,2.1099277869695143e-08,2.0462700901228815e-10,1.9744896961324324e-09,6.871098213098736e-07,5.9171226728951454e-09,6.632177891495536e-11,2.0606336419412994e-11,8.27814281814957e-11,1.6824145697235197e-09,1.6301302092270054e-09,1.137001367769652e-08,3.881082406752489e-10,5.0119301334152586e-08,9.5568558383318e-12,3.566864145868838e-09,2.951502061667732e-10,6.643338305881867e-08,5.030640461196592e-11,1.5513346909130705e-07,0.00016646073600072873,7.188026672289581e-08,3.4242040916795914e-07,1.7164720070556333e-06,8.196159822835085e-11,1.4855431834792575e-07,3.161445678703526e-08,3.895147313734163e-08,2.7994085648581055e-05,1.0080582174318224e-08,2.798889743752655e-09,2.841763886416235e-10,2.8472967739543625e-06,1.95135685987163e-10,2.031768870288204e-06,4.644512410357422e-08,2.7162852318360146e-09,7.661628442365357e-09,1.453555125054597e-07,3.923015414080495e-11,2.0203568257543253e-07,4.5603443655389785e-08,1.889020758829748e-09,1.2640157429876299e-07,1.4850673895926118e-09,1.204086084054839e-07,1.663356527309509e-10,7.540317841129358e-11,1.1259867155499305e-08,2.719448703206135e-10,1.3800143205589017e-07,1.1986442506079465e-10,3.1875166581260384e-11,5.344561140400549e-09,6.09246324953482e-11,2.760427615898434e-06,1.913098734458485e-09,3.0060848132486387e-09,2.3472129460735506e-08,1.7513197986265524e-07,1.8232328182023055e-07,9.477085165884461e-07,1.5493051079586653e-11,1.8506122785630308e-09,3.806164603953341e-07,0.9997678144722516,2.3645481558739244e-07,7.1638418315241605e-09,6.018371831150225e-07,4.994371398616195e-08,6.329919906122492e-06,2.3741319872480154e-06,5.168925963333244e-13,8.94160200624794e-12,4.5328376218559956e-09,2.7134386054098013e-08,2.4374175903575143e-10,4.160978138873292e-08,2.2216600330040496e-11,2.4781513516429976e-06,2.6019443372777197e-07,1.36152481041574e-10,3.909508705318935e-11,4.703413692207152e-09,3.9383577224840434e-08,8.257281529645978e-06,1.4315894381179563e-09,1.2039404094465594e-08,7.512815903264472e-08,1.533048049221079e-10,2.877854288807281e-09,1.1472423458044088e-09,1.551080562253704e-08,1.2954343354595117e-08,2.9358391492335866e-06,2.391171474654196e-10,9.411458618240801e-09
4.490606942982379e-08,1.967084375337979e-07,7.699029494505752e-07,9.36893219469526e-08,1.421183968322457e-06,2.5497361039028544e-08,3.6574481017488134e-06,0.05255532581854089,1.2899133069823035e-07,6.451721187441025e-08,0.0006448315418053803,7.1302610809392465e-06,1.4983688213937636e-06,6.013704613396125e-06,9.044444961612805e-08,7.334091321349354e-08,1.5958668783346908e-09,1.9345449627207765e-05,1.163386891819723e-05,1.5053503834566363e-08,5.687188053294526e-07,3.912150128702061e-09,4.0593281484119755e-07,6.548630675822866e-07,5.7331474437929584e-08,6.08150469098639e-07,4.274240464250195e-07,4.499485738714431e-09,4.218780176836786e-06,2.318830397944876e-07,1.4238333657966048e-05,4.993843314802179e-07,9.096603578673504e-06,3.2816005003209287e-06,8.105063292698356e-11,2.5590692051230887e-05,1.0618510782711324e-09,2.5530206447532882e-09,3.458752445585298e-11,2.6653631537400456e-10,2.644726503928896e-10,3.5174744623574226e-11,5.265282946732019e-08,8.51383582703044e-08,0.0016608135824694318,2.3740931171063308e-07,1.3423358415613545e-06,3.655475031762884e-09,2.961291689163149e-09,0.00012503863767808468,8.714906196279312e-11,1.6488273525738825e-09,3.444299237062886e-05,3.264264915337455e-07,1.6909707397477337e-08,2.4000676701074258e-08,1.1290290340675051e-07,3.6525693033078824e-07,1.3632286719589792e-06,1.305785148964816e-09,0.00010160450383589112,2.8489910443997952e-08,0.00012024555871145401,7.651643927045835e-10,4.448118320195357e-06,6.723399264407949e-06,5.839303128399857e-05,2.7035855507821034e-06,3.195879450433402e-07,2.23445485611671e-06,1.709127951892324e-05,4.01923596366665e-06,7.715046419937226e-10,0.0030167756367986106,5.369786403062925e-07,2.866661330603428e-07,2.77166857597726e-09,1.2760692347592889e-08,6.228912053670921e-09,9.256912345211608e-07,2.27762420940644e-05,0.0012029216161016693,1.0865364560849595e-09,1.3942751167207096e-08,2.564611614779939e-09,2.6894475148748718e-08,3.838994077379924e-05,2.9072383866649584e-09,2.163016387270129e-06,1.6706746876225803e-07,1.3069701474511428e-07,2.7557997291717132e-05,0.94012414008196,0.0001058958773074929,1.2693475900787915e-08,8.970106700781728e-08,3.7873467989311276e-10,3.3111049912657323e-09,2.858635690602123e-06
